elapsed_ms,cores,rss_mib
255923,0.000,12.47
256927,0.000,12.47
257935,0.000,12.47
258942,0.000,12.47
259946,0.000,12.47
260954,0.000,12.47
261960,0.000,12.47
262968,0.000,12.47
263979,0.000,12.47
264985,0.000,12.47
265995,0.000,12.47
267004,0.000,12.47
268010,0.000,12.47
269018,0.000,12.47
270027,0.000,12.47
271034,0.000,12.47
272039,0.000,12.47
273044,0.000,12.47
274051,0.000,12.47
275058,0.000,12.47
276067,0.000,12.47
277075,0.000,12.47
278083,0.000,12.47
279092,0.000,12.47
280098,0.000,12.47
281104,0.000,12.47
282111,0.000,12.47
283115,0.000,12.47
284126,0.000,12.47
285130,0.000,12.47
286135,0.000,12.47
287139,0.000,12.47
288148,0.000,12.47
289154,0.000,12.47
290159,0.000,12.47
291162,0.000,12.47
292167,0.000,12.47
293198,0.000,12.47
294206,0.000,12.47
295212,0.000,12.47
296217,0.000,12.47
297221,0.000,12.47
298229,0.000,12.47
299237,0.000,12.47
300246,0.000,12.47
301252,0.000,12.47
302257,0.000,12.47
303266,0.000,12.47
304272,0.000,12.47
305280,0.000,12.47
306285,0.000,12.47
307291,0.000,12.47
308300,0.000,12.47
309305,0.000,12.47
310310,0.000,12.47
311319,0.000,12.47
312327,0.000,12.47
313334,0.000,12.47
314345,0.000,12.47
315351,0.000,12.47
316359,0.000,12.47
317368,0.000,12.47
318373,0.000,12.47
319383,0.000,12.47
320390,0.000,12.47
321398,0.000,12.47
322404,0.000,12.47
323408,0.000,12.47
324413,0.000,12.47
325420,0.000,12.47
326427,0.000,12.47
327431,0.000,12.47
328435,0.000,12.47
329444,0.000,12.47
330448,0.000,12.47
331456,0.000,12.47
332463,0.000,12.47
333468,0.000,12.47
334480,0.000,12.47
335486,0.000,12.47
336490,0.000,12.47
337495,0.000,12.47
338503,0.000,12.47
339510,0.000,12.47
340518,0.000,12.47
341527,0.000,12.47
342543,0.000,12.47
343555,0.000,12.47
344566,0.000,12.47
345602,0.000,12.47
346614,0.000,12.47
347656,0.000,12.47
348666,0.000,12.47
349679,0.000,12.47
350705,0.000,12.47
351715,0.000,12.47
352726,0.000,12.47
353834,0.000,12.47
354855,0.000,12.47
355878,0.000,12.47
356885,0.000,12.47
357905,0.000,12.47
358976,0.000,12.47
359983,0.000,12.47
361025,0.000,12.47
362172,0.000,12.47
363223,0.000,12.47
364312,0.000,12.47
365407,0.000,12.47
366438,0.000,12.47
367494,0.000,12.47
368514,0.000,12.47
369551,0.000,12.47
370594,0.000,12.47
371610,0.000,12.47
372637,0.000,12.47
373666,0.000,12.47
374684,0.000,12.47
375726,0.000,12.47
376743,0.000,12.47
377797,0.000,12.47
378810,0.000,12.47
379830,0.000,12.47
380841,0.000,12.47
381850,0.000,12.47
382868,0.000,12.47
383900,0.000,12.47
384911,0.000,12.47
385922,0.000,12.47
386927,0.000,12.47
387937,0.000,12.47
388948,0.000,12.47
389956,0.000,12.47
390970,0.000,12.47
391983,0.000,12.47
392992,0.000,12.47
393999,0.000,12.47
395011,0.000,12.47
396018,0.000,12.47
397029,0.000,12.47
398038,0.000,12.47
399048,0.000,12.47
400052,0.000,12.47
401061,0.000,12.47
402070,0.000,12.47
403081,0.000,12.47
404088,0.000,12.47
405096,0.000,12.47
406101,0.000,12.47
407110,0.000,12.47
408118,0.000,12.47
409145,0.000,12.47
410154,0.000,12.47
411160,0.000,12.47
412166,0.000,12.47
413173,0.000,12.47
414182,0.000,12.47
415192,0.000,12.47
416199,0.000,12.47
417207,0.000,12.47
418213,0.000,12.47
419217,0.000,12.47
420227,0.000,12.47
421236,0.000,12.47
422247,0.000,12.47
423252,0.000,12.47
