elapsed_ms,cores,rss_mib
256953,0.000,12.21
257960,0.000,12.21
258969,0.000,12.21
259978,0.000,12.21
260986,0.000,12.21
261992,0.000,12.21
263002,0.000,12.21
264010,0.000,12.21
265018,0.000,12.21
266024,0.000,12.21
267033,0.000,12.21
268043,0.000,12.21
269050,0.000,12.21
270055,0.000,12.21
271060,0.000,12.21
272069,0.000,12.21
273077,0.000,12.21
274084,0.000,12.21
275091,0.000,12.21
276101,0.000,12.21
277110,0.000,12.21
278118,0.000,12.21
279126,0.000,12.21
280135,0.000,12.21
281140,0.000,12.21
282147,0.000,12.21
283157,0.000,12.21
284164,0.000,12.21
285170,0.000,12.21
286175,0.000,12.21
287185,0.000,12.21
288195,0.000,12.21
289205,0.000,12.21
290209,0.000,12.21
291214,0.000,12.21
292223,0.000,12.21
293230,0.000,12.21
294236,0.000,12.21
295242,0.000,12.21
296248,0.000,12.21
297258,0.000,12.21
298264,0.000,12.21
299271,0.000,12.21
300282,0.000,12.21
301289,0.000,12.21
302298,0.000,12.21
303307,0.000,12.21
304314,0.000,12.21
305340,0.000,12.21
306362,0.000,12.21
307380,0.000,12.21
308407,0.000,12.21
309466,0.000,12.21
310491,0.000,12.21
311520,0.000,12.21
312548,0.000,12.21
313581,0.000,12.21
314649,0.000,12.21
315673,0.000,12.21
316700,0.000,12.21
317724,0.000,12.21
318746,0.000,12.21
319783,0.000,12.21
320878,0.000,12.21
322781,0.000,12.21
323832,0.000,12.21
327146,0.000,12.21
328169,0.000,12.21
329189,0.000,12.21
330206,0.000,12.21
331707,0.000,12.21
332738,0.000,12.21
333759,0.000,12.21
334785,0.000,12.21
335809,0.000,12.21
336914,0.000,12.21
337950,0.000,12.21
338979,0.000,12.21
340372,0.000,12.21
341399,0.000,12.21
344207,0.000,12.21
345240,0.000,12.21
346270,0.000,12.21
348881,0.000,12.21
349910,0.000,12.21
351022,0.000,12.21
352057,0.000,12.21
353075,0.000,12.21
354102,0.000,12.21
355721,0.000,12.21
356742,0.000,12.21
357758,0.000,12.21
358776,0.000,12.21
359800,0.000,12.21
360814,0.000,12.21
361831,0.000,12.21
362838,0.000,12.21
363861,0.000,12.21
364885,0.000,12.21
365909,0.000,12.21
366931,0.000,12.21
367971,0.000,12.21
368994,0.000,12.21
370008,0.000,12.21
371022,0.000,12.21
372026,0.000,12.21
373039,0.000,12.21
374059,0.000,12.21
375075,0.000,12.21
376095,0.000,12.21
377104,0.000,12.21
378118,0.000,12.21
379129,0.000,12.21
380162,0.000,12.21
381179,0.000,12.21
382188,0.000,12.21
383212,0.000,12.21
384228,0.000,12.21
385244,0.000,12.21
386260,0.000,12.21
387277,0.000,12.21
388294,0.000,12.21
389316,0.000,12.21
390332,0.000,12.21
391347,0.000,12.21
392363,0.000,12.21
393379,0.000,12.21
394391,0.000,12.21
395409,0.000,12.21
